2023,10,27,15,28,2.205155,3.242487,0.6800813,35.19798,28.28893
2023,10,27,15,31,2.20513,3.242499,0.6800711,35.27009,28.20119
2023,10,27,15,34,2.205042,3.242449,0.6800546,35.36355,28.20882
2023,10,27,15,37,2.204955,3.242362,0.680046,35.30213,28.31563
2023,10,27,15,40,2.205055,3.242499,0.680048,35.33418,28.18021
2023,10,27,15,43,2.205067,3.242599,0.6800309,35.28611,28.37667
2023,10,27,15,46,2.205067,3.242587,0.6800334,35.37156,28.05623
2023,10,27,15,49,2.20503,3.242562,0.6800271,35.37423,28.12489
2023,10,27,15,52,2.204893,3.242874,0.6799193,38.61868,25.34394
2023,10,27,15,55,2.205217,3.243324,0.6799251,40.15678,24.15564
2023,10,27,15,58,2.205367,3.243536,0.6799268,40.08202,24.08507
2023,10,27,16,1,2.20523,3.243649,0.6798607,40.13008,24.08125
2023,10,27,16,4,2.20488,3.243511,0.6797817,40.27428,24.00305
2023,10,27,16,7,2.204742,3.243637,0.6797131,40.35706,23.91722
